accessionVersion,genotype,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs
PP_004FGXP.1,D8,2024-07-09,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwagemaker, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX614745.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9949037372593432,,,PX614745.1,,,MVs/Zuid-Holland.NLD/28.24[D8],0,0
PP_004FGYM.1,D8,2024-07-09,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwagemaker, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX614746.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9948408204353844,,,PX614746.1,,,MVs/Zuid-Holland.NLD/27.24/3[D8],1,0
PP_004FGZK.1,D8,2024-08-16,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwagemaker, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX614747.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9949037372593432,,,PX614747.1,,,MVs/Noord-Brabant.NLD/32.24[D8],0,0
PP_004FH0H.1,D8,2024-10-04,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwagemaker, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX614748.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.950736126840317,,,PX614748.1,,,MVs/Flevoland.NLD/39.24[D8],0,702
PP_004FH1F.1,D8,2024-10-15,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwagemaker, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX614749.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9949037372593432,,,PX614749.1,,,MVs/Flevoland.NLD/42.24[D8],0,0
PP_004HPUH.1,B3,2024-06-14,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600473.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9949037372593432,,,PX600473.1,,,MVs/Limburg.NLD/23.24/2[B3],0,0
PP_004HPVF.1,B3,2024-07-01,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600474.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9947779036114256,,,PX600474.1,,,MVs/Limburg.NLD/26.24/2[B3],0,2
PP_004HPWD.1,B3,2024-07-18,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600475.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.994714986787467,,,PX600475.1,,,MVs/Limburg.NLD/29.24[B3],1,2
PP_004HPXB.1,B3,2024-07-27,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600476.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9898074745186864,,,PX600476.1,,,MVs/Zuid-Holland.NLD/30.24/4[B3],0,81
PP_004HPY9.1,B3,2024-07-27,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600477.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.991506228765572,,,PX600477.1,,,MVs/Zuid-Holland.NLD/30.24/1[B3],2,52
PP_004HPZ7.1,B3,2024-07-30,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600478.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.990310809110356,,,PX600478.1,,,MVs/Zuid-Holland.NLD/30.24/2[B3],1,72
PP_004HQ05.1,B3,2024-07-30,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600479.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.99012205863848,,,PX600479.1,,,MVs/Zuid-Holland.NLD/30.24/3[B3],0,76
PP_004HQ13.1,B3,2024-08-06,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600480.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9899962249905624,,,PX600480.1,,,MVs/Zuid-Holland.NLD/32.24[B3],0,78
PP_004HQ21.1,B3,2024-08-01,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600481.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9898074745186864,,,PX600481.1,,,MVs/Zuid-Holland.NLD/33.24[B3],0,81
PP_004HQ3Z.1,B3,2024-08-01,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600482.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9746445199446332,,,PX600482.1,,,MVs/Zuid-Holland.NLD/33.24/2[B3],1,321
PP_004HQ4X.1,B3,2024-08-22,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600483.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.974707436768592,,,PX600483.1,,,MVs/Zuid-Holland.NLD/34.24[B3],0,321
PP_004HQ5V.1,B3,2024-08-23,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600484.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9896187240468102,,,PX600484.1,,,MVs/Zuid-Holland.NLD/34.24/2[B3],0,84
PP_004HQ6T.1,B3,2024-09-06,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600485.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9948408204353844,,,PX600485.1,,,MVs/Zuid-Holland.NLD/36.24[B3],1,0
PP_004HQ7R.1,B3,2024-09-03,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600486.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9948408204353844,,,PX600486.1,,,MVs/Noord-Holland.NLD/36.24[B3],1,0
PP_004HQ8P.1,B3,2024-09-01,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600487.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9948408204353844,,,PX600487.1,,,MVs/Gelderland.NLD/35.24[B3],1,0
PP_004HQ9M.1,B3,2024-09-16,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600488.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9949037372593432,,,PX600488.1,,,MVs/Noord-Holland.NLD/38.24[B3],0,0
PP_004HQAK.1,B3,2024-10-11,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600489.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9191518812130364,,,PX600489.1,,,MVs/Noord-Brabant.NLD/41.24[B3],0,1204
PP_004HQBH.1,B3,2024-11-01,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600490.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9949037372593432,,,PX600490.1,,,MVs/Utrecht.NLD/47.24[B3],0,0
PP_004HQCF.1,B3,2024-11-25,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600491.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.990562476406191,,,PX600491.1,,,MVs/Utrecht.NLD/48.24[B3],0,69
PP_004HQDD.1,B3,2024-11-25,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600492.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9904995595822322,,,PX600492.1,,,MVs/Utrecht.NLD/48.24/2[B3],0,70
PP_004HQEB.1,B3,2024-11-25,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600493.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9921353970051592,,,PX600493.1,,,MVs/Utrecht.NLD/48.24/3[B3],0,44
PP_004HQF9.1,B3,2024-11-26,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600494.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9896187240468102,,,PX600494.1,,,MVs/Utrecht.NLD/48.24/4[B3],0,84
PP_004HQG7.1,B3,2024-11-28,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600495.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9896187240468102,,,PX600495.1,,,MVs/Utrecht.NLD/48.24/5[B3],0,84
PP_004HQH4.1,B3,2024-11-28,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600496.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9891783062790992,,,PX600496.1,,,MVs/Utrecht.NLD/48.24/6[B3],1,90
PP_004HQJ2.1,B3,2024-11-28,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600497.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9888637221593054,,,PX600497.1,,,MVs/Utrecht.NLD/48.24/7[B3],0,96
PP_004HQK0.1,B3,2024-11-27,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600498.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9897445576947276,,,PX600498.1,,,MVs/Noord-Holland.NLD/48.24/4[B3],1,81
PP_004HQLY.1,B3,2024-11-27,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600499.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9898074745186864,,,PX600499.1,,,MVs/Noord-Holland.NLD/48.24[B3],0,81
PP_004HQMW.1,B3,2024-11-27,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600500.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9898074745186864,,,PX600500.1,,,MVs/Noord-Holland.NLD/48.24/3[B3],0,81
PP_004HQNU.1,B3,2024-11-27,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600501.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9898074745186864,,,PX600501.1,,,MVs/Noord-Holland.NLD/48.24/2[B3],0,81
PP_004HQPS.1,B3,2024-12-03,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600502.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.990310809110356,,,PX600502.1,,,MVs/Noord-Holland.NLD/49.24[B3],1,72
PP_004HQQQ.1,B3,2024-12-14,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600503.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9898074745186864,,,PX600503.1,,,MVs/Utrecht.NLD/50.24[B3],0,81
PP_004HQRN.1,B3,2024-12-01,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15310,2025-12-27,PX600504.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9579715615955706,,,PX600504.1,,,MVs/Utrecht.NLD/48.24/8[B3],3,81
PP_004HQSL.1,B3,2024-12-17,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600505.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9898074745186864,,,PX600505.1,,,MVs/Flevoland.NLD/50.24[B3],0,81
PP_004HQTJ.1,B3,2024-12-30,Netherlands,,"Maissan, C.; van de Nes-Reijnen, L.; Zwag, F.; Cremer, J.; Bodewes, R.","National Institute for Public Health and the Environment RIVM, Centre for Infectious Disease Research, Diagnostics and laboratory Surveillance (IDS)",Homo sapiens,15813,2025-12-27,PX600506.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.9898074745186864,,,PX600506.1,,,MVs/Noord-Brabant.NLD/1.25[B3],0,81
